11 1 11 13
11 1 0 1
11 1 11 7
11 1 0 2
11 1 11 2
11 1 0 9
11 1 8 6
11 0 5 0
11 0 5 6
11 0 2 1
11 1 0 12
11 1 0 4
11 0 5 4
11 0 5 2
11 1 8 12
11 0 12 4
11 1 8 0
11 0 2 10
11 1 11 1
