11 0 5 6 10 7
11 1 8 6 0 10
11 1 0 4 2 11
11 1 0 12 2 8
11 0 2 1 4 10
11 1 0 2 1 12
11 0 5 0 12 9
11 0 2 1 3 5
11 1 0 2 4 12
11 1 0 12 13 9
11 1 0 4 2 10
11 0 5 0 10 4
11 1 0 1 13 7
11 0 2 1 14 12
11 0 2 1 12 3
11 0 5 6 3 0
11 0 2 1 7 5
11 1 0 12 13 2
11 1 0 2 10 1
11 0 5 0 12 3
11 1 8 6 0 3
11 1 0 2 14 3
11 1 0 2 4 3
11 0 2 1 4 3
11 0 2 1 3 0
11 1 0 12 2 4
11 0 5 6 7 0
11 1 0 2 3 1
11 1 0 4 2 3
11 0 5 6 7 5
11 1 0 12 2 1
11 1 0 2 3 0
11 1 0 1 7 6
11 1 0 4 1 0
11 1 0 4 1 5
11 1 0 2 1 4
11 1 0 2 1 11
11 0 2 1 0 4
11 0 2 1 0 2
11 0 2 1 12 0
11 1 0 2 1 8
11 0 2 1 14 0
11 1 0 2 1 14
11 1 0 9 1 8
11 1 0 2 1 3
11 1 0 12 4 2
11 1 0 2 1 10
11 0 2 1 0 3
11 0 2 1 8 6
11 1 0 4 2 7
11 1 0 2 8 5
11 0 2 1 12 6
11 1 0 2 1 7
11 0 2 1 13 5
11 0 2 1 13 7
11 0 12 4 7 9
11 0 2 1 7 8
11 0 2 1 12 8
11 1 11 13 14 6
11 1 0 2 11 7
11 0 5 4 12 2
11 0 2 1 13 3
11 0 5 2 14 3
11 0 12 4 7 2
11 0 2 1 8 3
11 0 2 1 12 14
11 1 0 2 8 3
11 1 11 13 14 0
11 1 11 13 14 5
11 1 0 2 10 11
11 1 0 2 8 10
11 1 11 13 3 0
11 0 5 6 7 6
11 1 0 12 2 0
11 1 0 2 3 2
11 0 12 4 3 2
11 0 2 10 1 2
11 1 0 12 2 3
11 0 2 1 3 2
11 0 12 4 3 0
11 0 2 1 3 4
11 1 0 2 3 4
11 0 2 1 3 1
11 1 11 13 14 7
11 1 0 2 11 3
11 1 0 1 5 11
11 1 8 6 3 0
11 0 2 10 1 0
11 1 0 12 13 3
11 1 0 12 4 1
11 0 5 6 10 4
11 1 11 13 5 3
11 0 12 4 3 13
11 1 0 12 2 7
11 0 12 4 3 4
11 0 5 6 4 12
11 1 0 2 1 9
11 1 11 13 4 0
11 0 5 0 1 10
11 1 0 1 0 9
11 0 5 0 1 0
11 1 11 13 4 1
11 1 0 2 0 8
11 1 0 9 4 2
11 1 0 4 1 11
11 1 0 1 2 3
11 1 0 2 0 7
11 0 5 6 9 10
11 1 0 1 12 3
11 0 2 1 2 12
11 1 8 6 0 4
11 1 0 1 2 4
11 1 11 1 0 11
11 1 0 1 2 10
11 1 0 1 2 14
11 1 0 1 2 7
11 1 11 1 11 6
11 0 5 0 12 4
11 0 5 0 4 1
11 1 0 1 12 8
11 1 0 4 0 11
11 1 0 1 13 12
11 1 11 7 6 9
11 1 11 13 4 2
11 1 0 1 2 1
11 1 0 2 0 2
11 1 11 13 11 8
11 1 0 1 5 9
11 1 11 1 5 6
11 1 11 13 4 9
11 1 11 1 5 8
11 1 0 1 5 8
11 1 11 13 3 9
11 1 11 7 5 8
11 1 11 13 7 9
11 1 0 1 13 5
11 0 2 1 2 1
11 1 0 1 12 5
11 0 5 0 4 0
11 1 0 1 4 5
11 1 8 6 0 2
11 1 0 4 0 4
11 0 5 6 9 6
11 1 11 13 3 4
11 1 0 4 2 1
11 1 0 2 4 0
11 1 11 13 1 5
11 1 11 7 1 5
11 1 11 1 5 12
11 0 5 0 1 4
11 1 11 1 0 9
11 1 0 1 0 4
11 0 5 0 1 8
11 1 11 7 6 1
11 1 0 1 0 8
11 1 11 13 11 9
11 1 0 4 2 4
11 1 0 4 1 4
11 1 0 2 4 13
11 1 11 13 14 4
11 1 11 13 14 10
11 1 0 4 0 5
11 1 0 1 0 5
11 1 11 1 5 0
11 1 0 1 4 0
11 1 11 13 4 11
11 1 11 1 4 8
11 1 0 1 11 4
11 1 11 1 4 1
11 1 11 13 11 1
11 1 0 4 0 1
11 1 0 1 11 8
11 1 11 1 11 4
11 1 11 7 1 4
11 1 11 1 4 11
11 1 0 4 0 8
11 1 11 1 0 4
11 1 0 2 4 11
11 1 11 13 11 4
11 1 0 1 4 11
