0 1 2 1 5 0
0 1 2 7 5 0
0 1 2 0 1 0
0 9 3 1 7 0
0 1 0 2 3 0
0 1 2 3 2 0
0 1 2 0 3 0
0 9 3 5 8 0
0 9 3 4 1 0
0 9 3 5 6 0
0 9 3 5 2 0
0 1 2 1 3 0
0 9 1 0 2 0
0 9 1 3 4 0
0 1 2 1 5 2
0 9 3 0 4 0
0 1 2 3 2 1
0 1 2 0 3 1
0 1 0 2 3 1
0 1 2 3 6 1
0 1 2 3 13 0
0 9 3 8 1 0
0 1 0 2 0 1
0 1 2 1 3 1
0 9 1 6 3 0
0 1 2 0 3 2
0 9 1 0 2 1
0 9 3 1 0 1
0 1 2 0 1 2
0 9 3 4 7 0
0 1 0 2 3 2
0 9 3 5 8 1
0 1 2 1 3 2
0 1 0 2 0 2
0 1 2 1 5 3
0 9 3 0 4 1
0 1 2 10 8 0
0 9 3 5 6 1
0 1 2 7 8 0
0 9 1 3 0 1
0 9 1 3 4 1
0 1 2 3 2 3
0 9 3 1 0 2
0 1 2 0 1 3
0 9 3 1 7 2
0 1 2 7 0 1
0 1 2 5 0 1
0 1 0 2 0 3
0 1 2 3 13 1
0 9 3 4 7 1
0 9 1 3 0 2
0 9 3 5 8 2
0 9 3 1 0 3
0 1 2 3 2 4
0 1 2 7 0 2
0 1 2 0 3 4
0 1 2 1 3 4
0 1 0 1 0 1
0 9 1 3 0 3
0 1 0 2 3 4
0 1 2 7 0 3
0 1 2 7 8 1
0 1 2 3 2 5
0 1 2 0 3 5
0 1 2 0 1 5
0 9 3 0 4 3
0 9 3 1 0 4
0 1 0 2 0 5
0 9 3 5 2 3
0 1 2 3 6 4
0 9 1 0 2 3
0 9 3 1 7 4
0 9 1 3 0 4
0 9 1 3 4 3
0 1 0 2 3 5
0 1 2 0 3 6
0 1 2 7 0 4
0 1 0 1 0 2
0 1 2 3 2 6
0 1 2 3 13 2
0 1 2 0 1 6
0 1 0 2 0 6
0 9 3 4 1 2
0 1 2 1 5 6
0 1 2 3 6 5
0 1 0 2 3 6
0 1 2 3 2 7
0 9 3 5 2 4
0 1 0 2 0 7
0 1 2 1 5 7
0 1 2 10 8 1
0 1 2 1 3 6
0 9 3 4 1 3
0 9 3 1 7 6
0 9 3 5 6 4
0 9 1 0 2 5
0 9 3 4 1 4
0 1 2 3 2 8
0 1 2 0 1 9
0 9 3 5 8 5
0 9 1 3 4 5
0 9 3 5 6 5
0 9 3 0 4 5
0 1 0 2 0 9
0 1 2 3 6 8
0 1 2 3 2 9
0 1 2 0 1 10
0 1 2 1 3 8
0 1 0 2 0 10
0 1 2 7 0 9
0 1 0 2 3 8
0 1 2 0 3 8
0 9 1 0 2 7
0 1 2 7 8 3
0 9 3 4 7 5
0 9 1 3 0 9
0 1 2 3 2 10
0 9 3 5 8 6
0 9 3 1 0 9
0 1 0 2 3 9
0 1 2 1 3 9
0 1 0 1 0 5
0 1 2 0 3 9
0 1 2 7 0 10
0 9 3 1 7 8
0 9 3 4 1 6
0 1 2 3 2 11
0 9 3 1 0 10
0 9 1 3 0 10
0 1 0 1 0 6
0 1 2 3 2 12
0 1 2 1 5 12
0 9 3 5 2 7
0 9 3 0 4 7
0 1 2 0 1 14
0 1 2 1 3 11
0 1 2 3 2 13
0 1 0 2 3 11
0 9 3 1 0 11
0 1 2 0 3 11
0 9 3 5 6 8
0 9 3 4 1 8
0 1 2 3 2 14
0 1 2 3 6 11
0 9 1 0 2 10
0 1 2 1 2 0
0 9 1 3 4 6
0 1 2 1 3 13
0 1 2 10 4 0
0 9 1 3 0 11
0 1 2 1 5 14
0 1 2 1 2 1
0 1 0 1 0 9
0 9 3 5 8 9
0 1 2 1 0 1
0 9 1 3 4 7
0 1 2 10 4 1
0 1 2 1 0 2
0 1 2 5 0 2
0 1 2 3 0 1
0 1 2 1 2 3
0 1 0 1 2 0
0 9 3 1 0 12
0 1 2 1 0 3
0 1 2 7 0 12
0 1 0 2 3 13
0 1 2 3 0 2
0 1 2 5 0 3
0 1 0 1 2 1
0 9 3 4 1 12
0 1 0 1 0 12
0 9 3 1 7 13
0 1 2 3 0 3
0 9 1 0 2 14
0 1 2 7 0 13
0 1 2 3 0 4
0 1 2 1 10 0
0 1 2 3 13 5
0 9 3 1 0 13
0 1 2 1 2 6
0 1 2 0 9 1
0 1 2 1 10 1
0 1 0 1 2 3
0 1 2 3 1 0
0 1 2 7 5 4
0 9 1 3 4 10
0 1 2 1 2 7
0 1 2 0 9 2
0 1 2 1 10 2
0 9 3 1 0 14
0 9 3 1 3 0
0 1 2 1 0 9
0 1 2 3 1 2
0 1 0 1 2 5
0 9 3 1 3 1
0 1 2 3 1 3
0 9 1 3 0 12
0 1 2 1 2 9
0 1 0 2 10 1
0 1 2 3 0 9
0 9 3 1 3 2
0 1 2 3 1 4
0 9 3 8 1 2
0 1 0 1 2 7
0 9 3 5 2 14
0 1 2 10 4 5
0 1 2 3 0 10
0 1 2 3 1 5
0 1 2 3 8 0
0 1 2 1 10 5
0 9 3 8 1 3
0 1 2 7 5 7
0 1 2 1 0 12
0 1 2 1 2 12
0 1 2 3 8 1
0 1 2 1 10 6
0 9 3 4 1 13
0 9 3 1 3 4
0 1 0 1 2 10
0 1 2 10 0 1
0 1 0 2 7 1
0 9 1 3 11 1
0 9 3 1 4 0
0 1 2 1 0 14
0 9 3 4 1 14
0 1 2 3 1 9
0 1 0 2 10 5
0 1 2 10 0 2
0 1 2 1 10 8
0 1 2 1 2 14
0 9 3 0 1 0
0 1 2 3 1 10
0 1 2 3 4 0
0 9 3 1 4 1
0 9 1 3 5 8
0 1 2 1 10 9
0 1 2 3 4 1
0 1 2 3 1 11
0 9 3 1 4 2
0 1 0 2 5 7
0 9 3 1 3 7
0 1 2 3 0 14
0 1 2 3 4 2
0 1 2 1 10 11
0 9 3 0 1 2
0 9 3 1 4 3
0 1 2 3 4 3
0 1 0 1 2 14
0 1 2 10 4 9
0 9 3 0 1 3
0 1 2 10 1 2
0 9 3 1 3 9
0 1 2 7 5 8
0 1 2 7 8 10
0 9 3 0 1 4
0 9 3 0 3 1
0 1 2 1 10 13
0 1 2 3 1 14
0 9 3 1 3 10
0 1 2 3 4 5
0 1 2 5 0 5
0 1 2 0 9 14
0 9 1 3 1 0
0 9 3 1 3 11
0 1 2 3 9 1
0 9 3 5 4 0
0 9 3 1 3 12
0 1 2 10 0 9
0 1 2 3 5 0
0 9 3 1 3 13
0 9 3 8 0 1
0 9 3 0 3 5
0 1 2 3 9 4
0 1 2 1 9 1
0 9 1 3 1 2
0 9 1 0 1 0
0 9 3 1 3 14
0 9 3 1 14 2
0 9 3 5 4 3
0 1 2 1 9 2
0 9 3 0 3 7
0 9 1 3 1 3
0 1 0 2 1 0
0 9 3 8 1 6
0 9 3 1 4 9
0 1 0 2 10 8
0 9 14 1 3 0
0 1 2 10 1 4
0 9 1 3 1 4
0 1 0 2 1 2
0 9 1 0 1 2
0 1 0 2 1 3
0 1 2 3 9 8
0 9 1 0 1 3
0 1 2 1 9 5
0 9 3 1 14 3
0 9 3 8 0 3
0 9 3 1 12 4
0 1 0 2 10 11
0 1 0 2 1 5
0 9 3 0 3 10
0 1 2 1 9 6
0 9 1 0 1 5
0 9 3 0 3 11
0 1 2 1 9 7
0 9 14 1 3 1
0 1 6 0 1 0
0 9 1 0 1 7
0 9 3 0 1 13
0 9 3 4 3 1
0 1 0 2 1 9
0 1 2 1 9 10
0 9 3 0 3 14
0 1 0 2 1 10
0 1 2 10 1 9
0 1 0 1 9 1
0 9 1 0 1 9
0 1 2 7 1 0
0 1 2 1 9 12
0 9 1 0 3 0
0 9 3 1 2 0
0 9 1 0 1 10
0 1 0 1 5 0
0 9 1 0 3 1
0 9 3 1 2 1
0 9 1 0 9 1
0 9 1 0 3 2
0 1 0 1 5 1
0 1 2 1 9 14
0 1 0 1 9 5
0 9 3 1 14 7
0 9 3 4 0 1
0 9 3 1 2 3
0 9 3 11 1 0
0 9 3 11 0 1
0 9 1 0 3 4
0 1 2 0 2 0
0 9 3 1 2 4
0 9 1 0 1 14
0 1 2 0 2 1
0 9 3 4 0 4
0 1 2 7 1 5
0 1 2 0 2 3
0 1 0 1 9 10
0 1 0 1 5 6
0 1 2 0 2 6
0 9 3 11 6 1
0 1 6 0 1 2
0 1 6 0 1 3
0 9 3 4 3 10
0 9 1 3 11 6
0 1 2 0 2 9
0 9 1 0 3 8
0 1 0 1 5 9
0 1 2 0 2 12
0 9 1 0 3 9
0 9 14 1 0 3
0 9 3 11 2 5
0 9 3 8 1 12
0 9 3 11 1 3
0 9 3 11 0 9
0 9 3 11 0 10
0 9 14 1 3 4
0 9 3 11 1 8
0 9 14 1 3 5
0 9 14 1 0 9
0 9 1 6 14 3
0 9 14 1 0 12
0 9 14 1 3 8
0 9 3 11 1 14
0 9 14 1 7 13
